,Date,City,State,CompAddress,PartialAddress
224,2022-11-06,Fort Lauderdale (Davie),Florida,"4800 Griffin Rd, Fort Lauderdale (Davie), Florida, USA","Fort Lauderdale (Davie), Florida, USA"
225,2022-11-06,Oakland,California,"1300 block of 103rd Ave, Oakland, California, USA","Oakland, California, USA"
226,2022-11-06,Wewoka,Oklahoma,,"Wewoka, Oklahoma, USA"
227,2022-11-06,Yankton,South Dakota,"Whiting Dr, Yankton, South Dakota, USA","Yankton, South Dakota, USA"
228,2022-11-06,Jacksonville,Florida,"2500 block of Orion St, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
229,2022-11-06,Jacksonville,Florida,"1600 block of Myrtle Ave, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
230,2022-11-06,Bakersfield,California,"Lynwood St and College Ave, Bakersfield, California, USA","Bakersfield, California, USA"
231,2022-11-06,Shippensburg,Pennsylvania,"Coover Ave and N Queen St, Shippensburg, Pennsylvania, USA","Shippensburg, Pennsylvania, USA"
232,2022-11-06,Baltimore,Maryland,"W Rogers Ave and Denmore Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
233,2022-11-06,Omaha,Nebraska,"N 49th Ave and Miami St, Omaha, Nebraska, USA","Omaha, Nebraska, USA"
234,2022-11-06,Pittsburgh,Pennsylvania,"900 block of Millerdale St, Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA"
235,2022-11-06,Philadelphia,Pennsylvania,"8300 block of Bustleton Ave, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
236,2022-11-06,Indianapolis,Indiana,"4625 Byrkit St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
237,2022-11-06,Billings,Montana,"200 block of S 29th St, Billings, Montana, USA","Billings, Montana, USA"
238,2022-11-06,Chicago,Illinois,"3000 block of W 23rd St, Chicago, Illinois, USA","Chicago, Illinois, USA"
239,2022-11-06,Jonesboro,Georgia,"Tara Blvd and Old Dixie Rd, Jonesboro, Georgia, USA","Jonesboro, Georgia, USA"
240,2022-11-06,Springfield,Ohio,"100 block of Willis Ave, Springfield, Ohio, USA","Springfield, Ohio, USA"
241,2022-11-06,Newport,Washington,"400 block of W 7th St, Newport, Washington, USA","Newport, Washington, USA"
242,2022-11-06,Pinson,Alabama,"Pinson Valley Pkwy and Cleage Dr, Pinson, Alabama, USA","Pinson, Alabama, USA"
243,2022-11-06,San Antonio,Texas,"1331 S W W White Rd, San Antonio, Texas, USA","San Antonio, Texas, USA"
244,2022-11-06,Milwaukee,Wisconsin,"4500 block of N 76th St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
245,2022-11-06,Milwaukee,Wisconsin,"2100 block of W Keefe Ave, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
246,2022-11-06,Roanoke,Virginia,"700 block of 29th St NW, Roanoke, Virginia, USA","Roanoke, Virginia, USA"
247,2022-11-06,Taunton,Massachusetts,"Mason St and Myrtle St, Taunton, Massachusetts, USA","Taunton, Massachusetts, USA"
248,2022-11-06,Boston,Massachusetts,"10 Orlando St, Boston, Massachusetts, USA","Boston, Massachusetts, USA"
249,2022-11-06,Brockton,Massachusetts,"James St, Brockton, Massachusetts, USA","Brockton, Massachusetts, USA"
250,2022-11-06,Missouri City,Texas,"11508 State Hwy 6, Missouri City, Texas, USA","Missouri City, Texas, USA"
251,2022-11-06,Alexandria,Louisiana,"7th St and Broadway Ave, Alexandria, Louisiana, USA","Alexandria, Louisiana, USA"
252,2022-11-05,Houston,Texas,"13360 Northborough Dr, Houston, Texas, USA","Houston, Texas, USA"
253,2022-11-05,Chicago,Illinois,"8000 block of S. Jeffery Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
254,2022-11-05,Baton Rouge,Louisiana,"1331 N Sherwood Forest Dr, Baton Rouge, Louisiana, USA","Baton Rouge, Louisiana, USA"
255,2022-11-05,Fort Worth,Texas,"Highway 360 and Trinity Boulevard, Fort Worth, Texas, USA","Fort Worth, Texas, USA"
256,2022-11-05,Ceres,California,"2657 Redwood Rd, Ceres, California, USA","Ceres, California, USA"
257,2022-11-05,El Dorado,Arkansas,"2322 Oxford St, El Dorado, Arkansas, USA","El Dorado, Arkansas, USA"
258,2022-11-05,Terre Haute,Indiana,"4000 block of North Creal St, Terre Haute, Indiana, USA","Terre Haute, Indiana, USA"
259,2022-11-05,Glendale,Arizona,"51st Ave and Camelback Rd, Glendale, Arizona, USA","Glendale, Arizona, USA"
260,2022-11-05,Summerville,South Carolina,"100 block of Kensington Pl, Summerville, South Carolina, USA","Summerville, South Carolina, USA"
261,2022-11-05,Virginia Beach,Virginia,"4600 block of Staghorn Dr, Virginia Beach, Virginia, USA","Virginia Beach, Virginia, USA"
262,2022-11-05,Albuquerque,New Mexico,"Tramway Blvd NE and Rover Ave NE, Albuquerque, New Mexico, USA","Albuquerque, New Mexico, USA"
263,2022-11-05,Mount Pleasant,Michigan,"2755 S Ivy Ln, Mount Pleasant, Michigan, USA","Mount Pleasant, Michigan, USA"
264,2022-11-05,Richmond,Virginia,"2500 block of Lancelot Ave, Richmond, Virginia, USA","Richmond, Virginia, USA"
265,2022-11-05,Unityville,Pennsylvania,"4300 block of PA-239, Unityville, Pennsylvania, USA","Unityville, Pennsylvania, USA"
266,2022-11-05,Florence,South Carolina,"Autumn Ln, Florence, South Carolina, USA","Florence, South Carolina, USA"
267,2022-11-05,Norfolk,Virginia,"4600 block of Kincaid Ave, Norfolk, Virginia, USA","Norfolk, Virginia, USA"
268,2022-11-05,Durham,North Carolina,"700 block of N Hyde Park Ave, Durham, North Carolina, USA","Durham, North Carolina, USA"
269,2022-11-05,Euclid,Ohio,"424 E 254th St, Euclid, Ohio, USA","Euclid, Ohio, USA"
270,2022-11-05,Euless,Texas,"3700 block of Paradise Hills Dr, Euless, Texas, USA","Euless, Texas, USA"
271,2022-11-05,Columbus,Ohio,"2000 block of Radnor Ave, Columbus, Ohio, USA","Columbus, Ohio, USA"
272,2022-11-05,Augusta,Georgia,"3073 Deans Bridge Rd, Augusta, Georgia, USA","Augusta, Georgia, USA"
273,2022-11-05,Okeana,Ohio,"2700 block of Chapel Rd, Okeana, Ohio, USA","Okeana, Ohio, USA"
274,2022-11-05,Saint Louis,Missouri,"1400 block of Cass Ave, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
275,2022-11-05,Bullhead City,Arizona,"1700 block of Cyprus Ln, Bullhead City, Arizona, USA","Bullhead City, Arizona, USA"
276,2022-11-05,Atlanta,Georgia,"1085 Katherwood Dr SW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
277,2022-11-05,Calhoun,Georgia,"Neal St, Calhoun, Georgia, USA","Calhoun, Georgia, USA"
278,2022-11-05,Saint Louis,Missouri,"3900 block of Schiller Pl, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
279,2022-11-05,Hickory,North Carolina,"Highland Ave NE and Ninth Ave, Hickory, North Carolina, USA","Hickory, North Carolina, USA"
280,2022-11-05,Houston,Texas,"600 block of Gale St, Houston, Texas, USA","Houston, Texas, USA"
281,2022-11-05,Spring,Texas,"1950 Louetta Rd, Spring, Texas, USA","Spring, Texas, USA"
282,2022-11-05,Denver,Colorado,"800 block of N Yates St, Denver, Colorado, USA","Denver, Colorado, USA"
283,2022-11-05,Baltimore,Maryland,"4700 block of Garrison Blvd, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
284,2022-11-05,Bryson City,North Carolina,"1653 Timber Estates Rd, Bryson City, North Carolina, USA","Bryson City, North Carolina, USA"
285,2022-11-05,Gretna,Florida,"Broad Ave and Railroad St, Gretna, Florida, USA","Gretna, Florida, USA"
286,2022-11-05,Niceville,Florida,"138 Adams St, Niceville, Florida, USA","Niceville, Florida, USA"
287,2022-11-05,Belleville,Illinois,"300 block of S Church St, Belleville, Illinois, USA","Belleville, Illinois, USA"
288,2022-11-05,Lawton,Oklahoma,"1825 NW Cache Rd, Lawton, Oklahoma, USA","Lawton, Oklahoma, USA"
289,2022-11-05,Belle Vernon,Pennsylvania,"170 Sara Way, Belle Vernon, Pennsylvania, USA","Belle Vernon, Pennsylvania, USA"
290,2022-11-05,Jacksonville,Florida,"2300 Philips Hwy, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
291,2022-11-05,Baltimore,Maryland,"2500 block of E Biddle St, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
292,2022-11-05,Baltimore,Maryland,"1400 block of N Potomac St, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
293,2022-11-05,Athens,Alabama,"14000 Block of Chris Way, Athens, Alabama, USA","Athens, Alabama, USA"
294,2022-11-05,Dripping Springs,Texas,"100 block of Victoria Ct, Dripping Springs, Texas, USA","Dripping Springs, Texas, USA"
295,2022-11-05,West Palm Beach,Florida,"6500 block of Monmouth Rd, West Palm Beach, Florida, USA","West Palm Beach, Florida, USA"
296,2022-11-05,San Diego,California,"1600 Block of K St, San Diego, California, USA","San Diego, California, USA"
297,2022-11-05,Steilacoom,Washington,"1914 Commercial St, Steilacoom, Washington, USA","Steilacoom, Washington, USA"
298,2022-11-05,Indianapolis,Indiana,"1701 E 25th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
299,2022-11-05,Zion,Illinois,"1900 block of Ezra Ave, Zion, Illinois, USA","Zion, Illinois, USA"
300,2022-11-05,Minden,Louisiana,,"Minden, Louisiana, USA"
301,2022-11-05,Attalla,Alabama,"811 Cleveland Ave, Attalla, Alabama, USA","Attalla, Alabama, USA"
302,2022-11-05,Dryden,Virginia,"Jesse Peters Dr, Dryden, Virginia, USA","Dryden, Virginia, USA"
303,2022-11-05,Philadelphia,Pennsylvania,"2300 block of N 25th St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
304,2022-11-05,Philadelphia,Pennsylvania,"3100 block of N 33rd St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
305,2022-11-05,Memphis,Tennessee,"2212 Woodfield Park Dr, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
306,2022-11-05,Milwaukee,Wisconsin,"4400 block of N 36th St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
307,2022-11-05,Irvington,New Jersey,"Smalley Terr and Oak Ave, Irvington, New Jersey, USA","Irvington, New Jersey, USA"
308,2022-11-05,New Bedford,Massachusetts,"17 Bullard St, New Bedford, Massachusetts, USA","New Bedford, Massachusetts, USA"
309,2022-11-05,Norwich,Connecticut,"527 W Thames St, Norwich, Connecticut, USA","Norwich, Connecticut, USA"
310,2022-11-04,Orlando,Florida,"10145 Myers Dr, Orlando, Florida, USA","Orlando, Florida, USA"
311,2022-11-04,Cleveland,Ohio,"9501 Wade Park Ave, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
312,2022-11-04,Oakland,California,"800 block of 81st Ave, Oakland, California, USA","Oakland, California, USA"
313,2022-11-04,Las Vegas,Nevada,"200 block of Kipling St, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
314,2022-11-04,Las Vegas,Nevada,"8400 block of W Shady Shores Cir, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
315,2022-11-04,Topeka,Kansas,"4601 SW Topeka Blvd, Topeka, Kansas, USA","Topeka, Kansas, USA"
316,2022-11-04,Chicago,Illinois,"4600 block of S Lake Park, Chicago, Illinois, USA","Chicago, Illinois, USA"
317,2022-11-04,Mcdonough,Georgia,"4100 Hopewell Pl, Mcdonough, Georgia, USA","Mcdonough, Georgia, USA"
318,2022-11-04,Boston,Massachusetts,"9 Yarmouth Pl, Boston, Massachusetts, USA","Boston, Massachusetts, USA"
319,2022-11-04,Lawrenceburg,Kentucky,"US-127 and Bluegrass Pkwy, Lawrenceburg, Kentucky, USA","Lawrenceburg, Kentucky, USA"
320,2022-11-04,Birmingham,Alabama,"800 block of 45th Place N, Birmingham, Alabama, USA","Birmingham, Alabama, USA"
321,2022-11-04,Saint Louis,Missouri,"1416 N 10th St, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
322,2022-11-04,Norcross,Georgia,"5220 Singleton Rd, Norcross, Georgia, USA","Norcross, Georgia, USA"
323,2022-11-04,Nashville,Tennessee,"5515 Scruggs Ln, Nashville, Tennessee, USA","Nashville, Tennessee, USA"
324,2022-11-04,Nashville,Tennessee,,"Nashville, Tennessee, USA"
325,2022-11-04,Huntington,West Virginia,"1520 4th Ave, Huntington, West Virginia, USA","Huntington, West Virginia, USA"
326,2022-11-04,Pueblo,Colorado,"1700 block of Constitution Rd, Pueblo, Colorado, USA","Pueblo, Colorado, USA"
327,2022-11-04,Wood (county),Texas,"FM 2088 and FM 852, Wood (county), Texas, USA","Wood (county), Texas, USA"
328,2022-11-04,Gary,Indiana,"2317 Grant St, Gary, Indiana, USA","Gary, Indiana, USA"
329,2022-11-04,Pullman,Michigan,"104th Ave and 56th St, Pullman, Michigan, USA","Pullman, Michigan, USA"
330,2022-11-04,Fayetteville,North Carolina,"2300 block of Cattail Cir, Fayetteville, North Carolina, USA","Fayetteville, North Carolina, USA"
331,2022-11-04,Plantation,Florida,"8038 NW 10th St, Plantation, Florida, USA","Plantation, Florida, USA"
332,2022-11-04,La Plata,Maryland,"3018 Wildflower Dr, La Plata, Maryland, USA","La Plata, Maryland, USA"
333,2022-11-04,Odessa,Texas,"7405 Andrews Hwy, Odessa, Texas, USA","Odessa, Texas, USA"
334,2022-11-04,Miami,Florida,"NW 72nd St and NW 14th Ave, Miami, Florida, USA","Miami, Florida, USA"
335,2022-11-04,Louisville,Kentucky,"2945 Breckenridge Ln, Louisville, Kentucky, USA","Louisville, Kentucky, USA"
336,2022-11-04,Memphis,Tennessee,"1415 Breedlove St, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
337,2022-11-04,Lawndale,California,"14800 block of Avis Ave, Lawndale, California, USA","Lawndale, California, USA"
338,2022-11-04,Champaign,Illinois,"1100 block of N Elm St, Champaign, Illinois, USA","Champaign, Illinois, USA"
339,2022-11-04,Stone Mountain,Georgia,"Autumn Crest Ct, Stone Mountain, Georgia, USA","Stone Mountain, Georgia, USA"
340,2022-11-04,Atlanta,Georgia,"3540 N Camp Creek Pkwy SW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
341,2022-11-04,Hobart,Indiana,"400 block of Ruta Dr, Hobart, Indiana, USA","Hobart, Indiana, USA"
342,2022-11-04,Lansdowne (Yeadon),Pennsylvania,"1400 block of Longacre Blvd, Lansdowne (Yeadon), Pennsylvania, USA","Lansdowne (Yeadon), Pennsylvania, USA"
343,2022-11-04,Philadelphia,Pennsylvania,"Penfort St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
344,2022-11-04,Mobile (Prichard),Alabama,"3425 St. Stephens Rd, Mobile (Prichard), Alabama, USA","Mobile (Prichard), Alabama, USA"
345,2022-11-04,Muncie,Indiana,"818 S Monroe St, Muncie, Indiana, USA","Muncie, Indiana, USA"
346,2022-11-04,Oxon Hill,Maryland,"20 Audrey Ln, Oxon Hill, Maryland, USA","Oxon Hill, Maryland, USA"
347,2022-11-04,Chicago,Illinois,"3000 block of W 63rd St, Chicago, Illinois, USA","Chicago, Illinois, USA"
348,2022-11-04,Philadelphia,Pennsylvania,"700 block of South Cecil St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
349,2022-11-04,Philadelphia,Pennsylvania,"200 block of S Saint Bernard, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
350,2022-11-04,Washington,District of Columbia,"1200 block of 7th St NW, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
351,2022-11-04,Dayton,Ohio,"1719 Rangeley Ave, Dayton, Ohio, USA","Dayton, Ohio, USA"
352,2022-11-04,Sacramento,California,"7800 block of Center Pkwy, Sacramento, California, USA","Sacramento, California, USA"
353,2022-11-04,Arroyo Grande,California,"Quailwood Ln and Los Berros Rd, Arroyo Grande, California, USA","Arroyo Grande, California, USA"
354,2022-11-04,Greenwood,Mississippi,"Co Rd 520, Greenwood, Mississippi, USA","Greenwood, Mississippi, USA"
355,2022-11-04,Jackson,Mississippi,"I-220 and Watkins Dr, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
356,2022-11-03,New Orleans,Louisiana,"Poland Ave and Florida Ave, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
357,2022-11-03,Mcdonald (county),Missouri,,"Mcdonald (county), Missouri, USA"
358,2022-11-03,Saint Louis,Missouri,"5872 St Louis Ave, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
359,2022-11-03,Petersburg,Virginia,"800 block of Cameron St, Petersburg, Virginia, USA","Petersburg, Virginia, USA"
360,2022-11-03,Macon,Georgia,"3500 block of Morris Ave, Macon, Georgia, USA","Macon, Georgia, USA"
361,2022-11-03,Mesa,Arizona,"5943 E McKellips Rd, Mesa, Arizona, USA","Mesa, Arizona, USA"
362,2022-11-03,Chicago,Illinois,"8300 block of S Cottage Grove Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
363,2022-11-03,Germantown,Wisconsin,"Lovers Ln and Pleasant View Dr, Germantown, Wisconsin, USA","Germantown, Wisconsin, USA"
364,2022-11-03,Baltimore,Maryland,"1800 block of Wilkens Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
365,2022-11-03,Aurora,Colorado,"1098 S Evanston Way, Aurora, Colorado, USA","Aurora, Colorado, USA"
366,2022-11-03,Colorado Springs,Colorado,"1200 block of W Colorado Ave, Colorado Springs, Colorado, USA","Colorado Springs, Colorado, USA"
367,2022-11-03,Brooklyn,New York,"1640 Ocean Pkwy, Brooklyn, New York, USA","Brooklyn, New York, USA"
368,2022-11-03,Camarillo,California,"200 block of Mobil Ave, Camarillo, California, USA","Camarillo, California, USA"
369,2022-11-03,Temple,Texas,"S 23rd St and W Ave H, Temple, Texas, USA","Temple, Texas, USA"
370,2022-11-03,Bronx,New York,"E Gun Hill Rd and Hull Ave, Bronx, New York, USA","Bronx, New York, USA"
371,2022-11-03,Compton,California,"200 block of Towne Center Dr, Compton, California, USA","Compton, California, USA"
372,2022-11-03,Magnolia,Texas,"36522 Coleman Rd, Magnolia, Texas, USA","Magnolia, Texas, USA"
373,2022-11-03,Detroit,Michigan,"7500 block of E Jefferson Ave, Detroit, Michigan, USA","Detroit, Michigan, USA"
374,2022-11-03,Dallas,Texas,"10000 block of Audelia Rd, Dallas, Texas, USA","Dallas, Texas, USA"
375,2022-11-03,Dallas,Texas,"100 block of S Nachita Dr, Dallas, Texas, USA","Dallas, Texas, USA"
376,2022-11-03,New Alexandria,Pennsylvania,"PA-22, New Alexandria, Pennsylvania, USA","New Alexandria, Pennsylvania, USA"
377,2022-11-03,Tehachapi,California,"14556 E Tehachapi Blvd, Tehachapi, California, USA","Tehachapi, California, USA"
378,2022-11-03,Baltimore,Maryland,"2500 block of Brookfield Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
379,2022-11-03,Seattle,Washington,"5200 block of 17th Ave SW, Seattle, Washington, USA","Seattle, Washington, USA"
380,2022-11-03,Homestead (Florida City),Florida,"1600 block of NW Fourth Ave, Homestead (Florida City), Florida, USA","Homestead (Florida City), Florida, USA"
381,2022-11-03,Jonesboro,Arkansas,"200 block of W Forrest St, Jonesboro, Arkansas, USA","Jonesboro, Arkansas, USA"
382,2022-11-03,Columbia,South Carolina,"1300 block of Sycamore Ave, Columbia, South Carolina, USA","Columbia, South Carolina, USA"
383,2022-11-03,Gadsden,Alabama,"100 block of Park St, Gadsden, Alabama, USA","Gadsden, Alabama, USA"
384,2022-11-02,New Orleans,Louisiana,"5641 Read Blvd, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
385,2022-11-02,Opelousas,Louisiana,"800 block of N Main St, Opelousas, Louisiana, USA","Opelousas, Louisiana, USA"
386,2022-11-02,Salt Lake City (Murray),Utah,"I-15 and 53000 S, Salt Lake City (Murray), Utah, USA","Salt Lake City (Murray), Utah, USA"
387,2022-11-02,Bohemia,New York,"Smithtown Ave, Bohemia, New York, USA","Bohemia, New York, USA"
388,2022-11-02,Saint Pauls,North Carolina,"10700 Barker Ten Mile Rd, Saint Pauls, North Carolina, USA","Saint Pauls, North Carolina, USA"
389,2022-11-02,Chicago,Illinois,"8052 S Aberdeen St, Chicago, Illinois, USA","Chicago, Illinois, USA"
390,2022-11-02,Maquoketa,Iowa,"12000 block of 182nd Ave, Maquoketa, Iowa, USA","Maquoketa, Iowa, USA"
391,2022-11-02,Chicago,Illinois,"3840 W Fillmore St, Chicago, Illinois, USA","Chicago, Illinois, USA"
392,2022-11-02,Miami,Florida,"NW 83rd St and N Miami Ave, Miami, Florida, USA","Miami, Florida, USA"
393,2022-11-02,Phoenix,Arizona,"43rd Ave and McDowell Rd, Phoenix, Arizona, USA","Phoenix, Arizona, USA"
394,2022-11-02,Brownsville,Texas,,"Brownsville, Texas, USA"
395,2022-11-02,Mount Juliet,Tennessee,"S Mt Juliet Rd and Central Pike, Mount Juliet, Tennessee, USA","Mount Juliet, Tennessee, USA"
396,2022-11-02,Fresno,California,"N Anna St, Fresno, California, USA","Fresno, California, USA"
397,2022-11-02,Phoenix,Arizona,"37th Ave and McDowell Rd, Phoenix, Arizona, USA","Phoenix, Arizona, USA"
398,2022-11-02,West Covina,California,"3400 block of S Sentous Ave, West Covina, California, USA","West Covina, California, USA"
399,2022-11-02,Albuquerque,New Mexico,"6000 block of Anderson SE, Albuquerque, New Mexico, USA","Albuquerque, New Mexico, USA"
400,2022-11-02,Orlando,Florida,"S Texas Ave and W Oak Ridge Rd, Orlando, Florida, USA","Orlando, Florida, USA"
401,2022-11-02,Cedar Hill,Texas,"Bear Creek Rd and S Duncanville Rd, Cedar Hill, Texas, USA","Cedar Hill, Texas, USA"
402,2022-11-02,Fort Wayne,Indiana,"400 block of Poplar St, Fort Wayne, Indiana, USA","Fort Wayne, Indiana, USA"
